Color,Wavelength,R,T,x,K,S,error
C,800,0.11531187490080001,0.7628108978,1.0,0.13039195096189715,0.14976387946795902,1.3877787807814457e-17
C,799,0.1159515009216,0.7625879669,1.0,0.1299169066273145,0.15063959279876496,0.0
C,798,0.1166544735155,0.7594437408,1.0,0.13272230462725132,0.1521303573989845,1.1102230246251565e-16
C,797,0.1172560285548,0.7571221161,1.0,0.13470459870078103,0.15334655034048472,2.3592239273284576e-16
C,796,0.11712552940049999,0.7533831786999999,1.0,0.13917257871273167,0.1538661132163105,1.3877787807814457e-16
C,795,0.11834735965,0.7527809143,1.0,0.1384615428128544,0.15559399087421882,1.5265566588595902e-16
C,794,0.1184039814024,0.7498890686,1.0,0.14174733433753156,0.15621380143405303,0.0
C,793,0.11887843383550001,0.7477058411,1.0,0.14373552264456604,0.1572588494341207,1.249000902703301e-16
C,792,0.11950176064000001,0.7449326324000001,1.0,0.1462432610438601,0.15862153028433873,2.7755575615628914e-17
C,791,0.1199504108544,0.7413837433,1.0,0.14986917382455767,0.15990993503486606,0.0
C,790,0.1202287391046,0.7388444518999999,1.0,0.15252220230888164,0.16078072599509088,1.1102230246251565e-16
C,789,0.120843684504,0.7359463501000001,1.0,0.1552110764501397,0.16218223881337576,1.3877787807814457e-17
C,788,0.121326677603,0.7316963196,1.0,0.15966146961266084,0.16368597193862802,1.3877787807814457e-17
C,787,0.1217104548464,0.7281749725000001,1.0,0.16338450610905636,0.16492054407064127,1.3877787807814457e-17
C,786,0.1223720967405,0.7251940917999999,1.0,0.16614892267192247,0.16643448797136615,0.0
C,785,0.12281406867599999,0.719940567,1.0,0.171903938378339,0.1681306048023637,1.249000902703301e-16
C,784,0.12325114421649999,0.7174970245,1.0,0.17431648605921193,0.16924649349492693,0.0
C,783,0.1234354502555,0.7122515106,1.0,0.18042264925312984,0.17061425225232413,1.249000902703301e-16
C,782,0.124008048708,0.7074783325,1.0,0.18552495590780152,0.17243971002983086,1.3877787807814457e-17
C,781,0.1236145373205,0.7032712555,1.0,0.1911358259521972,0.17280098390129003,1.1102230246251565e-16
C,780,0.123887955062,0.6977666472999999,1.0,0.19756405422315654,0.17439492702214815,1.3877787807814457e-17
C,779,0.1240976822565,0.6903851317999999,1.0,0.20644813115321975,0.17633925671007727,1.6653345369377348e-16
C,778,0.1242399137255,0.6846146392999999,1.0,0.21347987801069018,0.17785055218395027,1.249000902703301e-16
C,777,0.12407254567100001,0.6790170288,1.0,0.22073380225509634,0.17889200616126588,1.3877787807814457e-16
C,776,0.1242681816755,0.6712126922999999,1.0,0.23040071027363945,0.1809943796266313,1.6653345369377348e-16
C,775,0.124006843433,0.6634235382,1.0,0.2407322072800013,0.18245361030274293,1.249000902703301e-16
C,774,0.1236584398854,0.6551879119999999,1.0,0.2518742631793968,0.18391539543679725,1.6653345369377348e-16
C,773,0.1231247142692,0.6460141754,1.0,0.26463347329022435,0.18535352380117345,1.249000902703301e-16
C,772,0.12257880639850001,0.6367757797,1.0,0.27767141075082996,0.18681708328489754,1.249000902703301e-16
C,771,0.12170022388599999,0.6270845413,1.0,0.2919552246621685,0.18790756447822593,9.71445146547012e-17
C,770,0.120314688376,0.616030159,1.0,0.30903756200329247,0.18857089672557123,2.7755575615628914e-17
C,769,0.11926196993339999,0.6049750519,1.0,0.32597363646885824,0.18977698537575263,2.498001805406602e-16
C,768,0.11803075721700002,0.5908684157999999,1.0,0.3478769200768962,0.19153691412345328,5.828670879282072e-16
C,767,0.1161833796215,0.5773596191,1.0,0.37030085592478507,0.19215715842453054,3.1363800445660672e-15
C,766,0.114552589845,0.562574501,1.0,0.39488732110763886,0.19350908411628726,1.675048988403205e-14
C,765,0.112916794398,0.5462989044,1.0,0.4224697418713481,0.19531814259753708,8.604228440844963e-16
C,764,0.1103391318564,0.5292696380999999,1.0,0.45355795202174637,0.1957298232568663,7.625844400394044e-14
C,763,0.1076813911815,0.511728363,1.0,0.4866728519263024,0.19614104435566426,6.99260094272347e-13
C,762,0.1051391013075,0.4932799911,1.0,0.522359459942229,0.19704123289384992,4.196643033083092e-14
C,761,0.1020256175545,0.47216651919999997,1.0,0.5652466973836451,0.19769621433176507,1.2753686995381486e-14
C,760,0.09904576821179999,0.4510627747,1.0,0.609875359309598,0.198617314942664,1.532107773982716e-14
C,759,0.09583826684909999,0.4294208908,1.0,0.6581727875300717,0.19926560629983325,9.342526752220692e-14
