Color,Wavelength,R,T,x,K,S,error
K,800,0.0438084897402,0,4.0,141.6542150260476,13.574630349762494,2.355666499342091e-269
K,799,0.04357101059172,0,4.0,16.839521022224577,1.6041755802305582,1.2039629012612624e-32
K,798,0.04361825044185,0,4.0,141.99576179984382,13.542880910151743,6.715155517745609e-270
K,797,0.04364739830376,0,4.0,141.9863735969847,13.551860962905295,6.747309610920085e-270
K,796,0.04363400702305,0,4.0,141.99428511251537,13.548078637636253,6.627596370897902e-270
K,795,0.0436450380607,0,4.0,141.68253095038222,13.522062766631107,2.5492322051792316e-269
K,794,0.0437236957782,0,4.0,141.95716587574145,13.574923502327561,6.9718966677070256e-270
K,793,0.043538015701499996,0,4.0,141.83751934756359,13.50063910837441,1.4799717265523255e-269
K,792,0.0434688641766,0,4.0,141.73812734652765,13.467803032567776,2.4880457738230626e-269
K,791,0.04347092505,0,4.0,141.68939288500508,13.46386864694147,3.069760906196125e-269
K,790,0.043630716633280005,0,4.0,141.68997254447336,13.517930837173434,2.5119493230388535e-269
K,789,0.04355475439745,0,4.0,141.99439532230656,13.521240640264855,7.309608392164191e-270
K,788,0.043825662301200004,0,4.0,141.71406472468783,13.586177089608036,1.7756970659105714e-269
K,787,0.04352331364108,0,4.0,141.52087789501806,13.465537228985811,6.001999386417843e-269
K,786,0.04383282654,0,4.0,141.81697218064363,13.59846920177232,1.1229270209849976e-269
K,785,0.043573087262500004,0,4.0,141.8540226227528,13.514077558020112,1.3184927083736309e-269
K,784,0.0437005822641,0,4.0,142.22951180847403,13.593120156171182,2.185063184418201e-270
K,783,0.0437255527244,0,4.0,142.00201625107846,13.579841854043156,5.718881805869862e-270
K,782,0.04378030266132,0,4.0,141.67667407555106,13.567247172299794,2.2115623683988992e-269
K,781,0.04356890733715,0,4.0,141.7157691873097,13.499493374682578,2.4231598644167466e-269
K,780,0.043326234130500005,0,4.0,140.70449266121582,13.32174673651293,2.696912996802565e-267
K,779,0.0435858500479,0,4.0,142.30959052456802,13.561811369343065,1.776914274915718e-270
K,778,0.04372521586715,0,4.0,141.82044175475826,13.562363604320378,1.2640539283503015e-269
K,777,0.04361758146355,0,4.0,142.34642413571564,13.576098202803724,1.4544207714435317e-270
K,776,0.0436611599661,0,4.0,141.6775007026321,13.527033443891375,2.554276970139059e-269
K,775,0.04380201556900001,0,4.0,141.81423631796287,13.587772712133903,1.1807156799767841e-269
K,774,0.04364894574838,0,4.0,141.82728600185064,13.537200607462207,1.3486103204756994e-269
K,773,0.04366636437576,0,4.0,141.83564830008996,13.54389463710956,1.2724704513393465e-269
K,772,0.04346793899575,0,4.0,141.84875172933644,13.478001499626009,1.537149363492888e-269
K,771,0.0438746305894,0,4.0,141.82716737360363,13.613607156917853,1.0197250120687183e-269
K,770,0.04364885266185001,0,4.0,141.84717786246992,13.539067746185312,1.2365925259872677e-269
K,769,0.04347635208126,0,4.0,141.84654400194208,13.48063744790147,1.5359176100914473e-269
K,768,0.04372614579415,0,4.0,141.66221180335296,13.547546455257322,2.5192749472892605e-269
K,767,0.0436516851383,0,4.0,141.8270476078528,13.538104998333768,1.345434070986584e-269
K,766,0.04375967538375,0,4.0,142.45351653348504,13.634623622921758,7.634440428382997e-271
K,765,0.043840352786160004,0,4.0,141.6713764137638,13.58705479387917,2.100943355741327e-269
