r,g,b,c_c,c_m,c_y,c_k,c_w,pred_r,pred_g,pred_b,pred_d
0.0,0.0,0.0,1.10862189937e-24,2.28868724494e-09,1.45385503622e-07,0.999999852326,1.54922550201e-35,0.189751727725,0.189753479791,0.189748742966,10.1724070039
0.0,0.0,0.1,8.68225053225e-13,3.25943660524e-16,4.37704659562e-09,0.999999995622,7.94835386576e-37,0.189751727348,0.18975347965,0.189748736335,10.1724080731
0.0,0.0,0.2,0.507981683214,1.3846564945e-18,1.19440690493e-07,0.492018197345,2.76242153182e-34,0.187212807985,0.191998796776,0.192162180191,5.12413932431
0.0,0.0,0.3,0.0754910997431,5.66122518911e-27,0.481468508832,0.443040391424,5.08754891316e-36,0.191936404106,0.191902753917,0.215202453119,5.82217312876
0.0,0.0,0.4,8.07265124522e-06,1.63155174416e-34,0.613920566324,0.386071361025,5.40503116026e-36,0.193835466811,0.192846453469,0.219833310164,5.57438003561
0.0,0.0,0.5,3.14363536655e-06,5.48804876166e-21,0.644881610511,0.355115245854,1.81449692851e-35,0.194799427168,0.193732525495,0.221433627623,5.34103495528
0.0,0.0,0.6,1.74864842035e-06,2.67424799224e-17,0.663369626987,0.336628624365,2.76142332879e-36,0.1956236324,0.194488456114,0.22238078353,5.20161301922
0.0,0.0,0.7,0.749088283219,0.153920939957,1.08704586756e-12,0.0969907768225,1.83347884069e-25,0.314226632004,0.256632379933,0.37742952897,1.40838315292
0.0,0.0,0.8,0.75824504311,0.161783016952,2.48114656923e-17,0.0799719399381,7.45811504504e-20,0.359231389493,0.270928062517,0.432262661973,1.25006546589
0.0,0.0,0.9,0.766304761316,0.167827101676,2.08688332271e-16,0.0658681370079,2.30632158477e-36,0.404639233418,0.285489304621,0.487071954175,1.11827124919
0.0,0.0,1.0,0.773480580169,0.172801533414,1.63530750589e-19,0.0537178864171,5.89019541413e-38,0.450342504503,0.300332002263,0.541916322104,1.00444212452
0.0,0.1,0.0,5.71408178123e-08,1.27119468008e-12,3.54294721861e-08,0.999999907424,4.83612847823e-12,0.189751727342,0.189753479847,0.189748737982,10.1724072733
0.0,0.1,0.1,0.49332944392,4.30406955352e-10,3.73577975307e-14,0.50667055565,1.42980772795e-33,0.187347757654,0.191863677277,0.192017685722,5.26949547401
0.0,0.1,0.2,0.616402013049,6.06151853978e-11,7.54480548954e-08,0.383597911442,8.58669717927e-36,0.186047728142,0.193616708016,0.193875730546,4.04902531204
0.0,0.1,0.3,0.223885903621,4.13611325004e-13,0.396915948901,0.379198147478,2.96706010115e-35,0.191047178801,0.193093552512,0.215141628808,4.98455825705
0.0,0.1,0.4,0.00020934670807,2.35753782622e-40,0.634186766419,0.365603886873,6.1768252193e-46,0.194422347309,0.193388823687,0.220889096012,5.41962706279
0.0,0.1,0.5,7.51533941527e-06,2.94667120672e-19,0.66181475961,0.33817772505,2.50665040684e-35,0.195544792538,0.19441631704,0.222301756623,5.21328451405
0.0,0.1,0.6,0.806958262482,0.0787695872654,7.25402847003e-40,0.114272150252,4.63550404021e-21,0.263662310336,0.274453601643,0.339859784087,1.4829248303
0.0,0.1,0.7,0.812417512042,0.0934752916503,7.504703084e-19,0.0941071963082,2.97026925781e-38,0.304889556515,0.294509576133,0.394364208554,1.30227107066
0.0,0.1,0.8,0.817005761861,0.105033670476,8.41630895341e-28,0.0779605676629,8.28876593385e-20,0.347922932517,0.313619848786,0.449024958494,1.15734950104
0.0,0.1,0.9,0.821094847574,0.114551580308,3.58785544329e-23,0.0643535721176,4.44440772332e-17,0.392037150143,0.332217479197,0.503808648096,1.03494429075
0.0,0.1,1.0,0.824848015369,0.122627601758,8.34571735144e-26,0.0525243828732,6.02932626559e-19,0.436819135331,0.350508947774,0.55866828501,0.928283203223
0.0,0.2,0.0,0.187584204249,0.270231900802,4.11375278939e-20,0.542183894949,1.3464698622e-34,0.186647569785,0.200070105961,0.192139823221,5.96980100248
0.0,0.2,0.1,0.358835853042,0.231248463536,1.34234186662e-11,0.409915683409,4.00397697198e-36,0.185416612837,0.201806200635,0.193668720051,4.60745146511
0.0,0.2,0.2,0.46999808027,0.186545634443,5.27076904459e-10,0.34345628476,4.40753039569e-37,0.185054719801,0.202363096282,0.195407630683,3.8911460109
0.0,0.2,0.3,0.401459251085,0.000227058187414,0.288170507669,0.310143183059,1.21407411488e-35,0.190167113672,0.196245758751,0.214349504695,4.03534996651
0.0,0.2,0.4,0.0925992363483,3.96406005705e-06,0.581015370029,0.326381429563,9.35693264223e-35,0.194613294908,0.19503197318,0.22134507705,4.90400648946
0.0,0.2,0.5,0.872429290852,3.79264602036e-11,1.29860839543e-12,0.127570709109,9.64452401624e-36,0.215569738235,0.316025882782,0.318930537434,1.51328606584
0.0,0.2,0.6,0.890964758302,1.26667188965e-10,2.83204024791e-10,0.109035241289,3.74750433164e-20,0.230317076755,0.360921146326,0.364567974378,1.32986959455
0.0,0.2,0.7,0.8964479181,0.0111367906711,5.5132068257e-36,0.0924152912292,8.63492483307e-35,0.259996106346,0.393058271591,0.413912293739,1.17974385869
0.0,0.2,0.8,0.892067222044,0.0310715956401,6.96286636547e-22,0.0768611823155,8.145528011e-22,0.306373491201,0.410521209376,0.467778160664,1.05148025029
0.0,0.2,0.9,0.888927857454,0.0475092568758,1.90780747129e-15,0.0635628856702,4.37604700637e-74,0.353519770225,0.427580035423,0.522108880407,0.941041763871
0.0,0.2,1.0,0.886723876946,0.0613718705477,2.28080763993e-33,0.0519042525066,4.89043585544e-29,0.400959590217,0.444468976229,0.576731532371,0.843517564488
0.0,0.3,0.0,0.000370606439776,0.58748658206,5.98562413537e-43,0.4121428115,1.13937551589e-41,0.186278455743,0.209130725897,0.193870954622,5.0855771247
0.0,0.3,0.1,0.00296436170958,0.612296498792,3.03173618375e-42,0.384739139498,2.41861665713e-41,0.18645142645,0.210272976111,0.194371104743,4.84538804171
0.0,0.3,0.2,0.0856783718824,0.566434975647,9.01740132714e-27,0.34788665247,4.70771903086e-35,0.186502776389,0.21073318646,0.195289001567,4.42143145998
0.0,0.3,0.3,0.000627157532147,0.439890415497,0.22699721118,0.332485215791,1.87313682363e-34,0.190298959481,0.208264287428,0.210426820782,4.67248389397
0.0,0.3,0.4,0.87207093591,7.59062819428e-26,3.0664180252e-16,0.12792906409,2.38768301323e-37,0.215330538706,0.315268747797,0.318160377187,1.51683235422
0.0,0.3,0.5,0.890706718031,3.79083526452e-10,2.8977541154e-10,0.1092932813,2.12352548192e-13,0.230076997343,0.360214314198,0.363849855974,1.33242286579
0.0,0.3,0.6,0.905619979508,8.79173184998e-16,1.51181999759e-14,0.0943800204923,2.55724220876e-16,0.245803627258,0.405248126059,0.409583293216,1.18486494882
0.0,0.3,0.7,0.918187668204,4.75399243271e-12,9.91800527872e-17,0.0818123317911,1.25887510895e-18,0.262305334822,0.450339057066,0.455343529255,1.06052576575
0.0,0.3,0.8,0.929125215387,5.6506048144e-13,6.31918722181e-12,0.0708747846066,4.97540241589e-16,0.279430147297,0.495480270966,0.501132701779,0.952322408617
0.0,0.3,0.9,0.938852751843,9.80905232517e-15,8.09695207115e-26,0.0611472481566,1.65169826062e-29,0.297057845553,0.540663439263,0.546948328484,0.856095665094
0.0,0.3,1.0,0.947640754021,2.6326552407e-11,6.01311974726e-16,0.0523592459523,3.64746579595e-37,0.315094539273,0.585884054405,0.592789902222,0.769167968871
0.0,0.4,0.0,3.64956050435e-06,0.635161581824,2.25223563129e-28,0.364834768615,3.14536202096e-35,0.186764191611,0.211192142131,0.194816295262,4.67711535842
0.0,0.4,0.1,1.04441150969e-05,0.652577951437,2.50747087764e-33,0.347411604448,6.81203295605e-35,0.18719027709,0.211973402821,0.195286124598,4.52651362371
0.0,0.4,0.2,5.86367738509e-05,0.670460624442,2.00044775069e-42,0.329480738785,6.71709857418e-35,0.187869472231,0.212790044536,0.195879289745,4.37147783649
0.0,0.4,0.3,0.868252926072,3.50160330811e-09,0.00503559415149,0.126711476275,7.58145909522e-38,0.216655961202,0.318065594171,0.313115888816,1.51740354948
0.0,0.4,0.4,0.89044725393,5.53852171589e-12,8.52828328905e-11,0.109552745978,8.61011687912e-13,0.229836660675,0.35950603877,0.363130259775,1.33499023678
0.0,0.4,0.5,0.905416977281,1.56712202289e-14,7.03291641782e-17,0.0945830227188,3.50438750211e-14,0.245562786153,0.404575566565,0.408900542352,1.18687344361
0.0,0.4,0.6,0.918019974033,3.83763206309e-14,2.15521715072e-10,0.0819800257519,2.37642965635e-17,0.262063610785,0.449691101297,0.454686128551,1.06218479241
0.0,0.4,0.7,0.928981530134,2.8529115007e-19,1.30874380257e-18,0.0710184698664,3.32662520191e-26,0.279187228586,0.494849409689,0.500492907296,0.953743815573
0.0,0.4,0.8,0.938726262419,4.49021590716e-08,2.59632821256e-11,0.0612736926532,5.51531048604e-17,0.296813429625,0.540043925601,0.546320335202,0.857346499994
0.0,0.4,0.9,0.947527582502,3.61410282309e-08,2.19560252678e-15,0.0524723813575,3.40115735273e-20,0.314849031083,0.585273952232,0.592171580362,0.770287079223
0.0,0.4,1.0,0.955571887509,7.97194407383e-09,2.4857503305e-11,0.0444281044937,2.87295193092e-20,0.333219862317,0.630535941079,0.638045962949,0.690720088571
0.0,0.5,0.0,1.18707298715e-06,0.659890726883,7.66602387368e-31,0.340108086044,5.30417520841e-35,0.187432375367,0.212304833741,0.19551217902,4.46340109297
0.0,0.5,0.1,0.754315060484,3.68174448736e-11,0.138351355205,0.107333584274,5.550649941e-22,0.254129168994,0.366433977967,0.234364323538,1.65777927865
0.0,0.5,0.2,0.809267470469,9.77805466239e-12,0.0864625930748,0.104269936447,4.43720461589e-19,0.249350034717,0.375777028534,0.261697465969,1.49864473302
0.0,0.5,0.3,0.866762816534,3.09485152588e-31,0.0334985985536,0.0997385849121,1.09823991777e-31,0.245256473312,0.389389365895,0.326847048135,1.32172975789
0.0,0.5,0.4,0.905213120423,9.38228026811e-17,2.90878740602e-12,0.0947868795744,1.1756239369e-14,0.245321715977,0.403901897495,0.408216658185,1.18889039663
0.0,0.5,0.5,0.917851920786,1.97298090704e-19,3.24365625508e-16,0.0821480792139,3.19711958196e-24,0.261821977164,0.449043054242,0.454028632041,1.06384737634
0.0,0.5,0.6,0.928837624017,8.34251139884e-22,9.05491682424e-21,0.0711623759827,1.85912320279e-21,0.278944431187,0.494218617155,0.499853179385,0.95516740864
0.0,0.5,0.7,0.938599907356,1.55711749093e-12,2.72343937074e-09,0.0614000899187,2.96227719017e-14,0.296569348803,0.539425741063,0.5456934701,0.858596759929
0.0,0.5,0.8,0.947415035919,2.97731039635e-13,2.61871860265e-12,0.0525849640779,1.83385182889e-17,0.314604919368,0.584667772932,0.591557049612,0.771400630677
0.0,0.5,0.9,0.95546864426,2.76165931498e-10,2.17690146234e-09,0.0445313532468,3.98309724141e-11,0.332972138462,0.629930257451,0.637432102934,0.69174130836
0.0,0.5,1.0,0.9628981027,8.18724863017e-13,2.17034302732e-15,0.0371018972989,3.94075581949e-19,0.351618399585,0.675225221797,0.683332918381,0.61825907572
0.0,0.6,0.0,0.729071698018,6.64073070197e-14,0.186433342275,0.0844949597071,1.87677174018e-28,0.299267829331,0.440624312694,0.225812975905,1.55064123559
0.0,0.6,0.1,0.765671214536,8.01055893182e-11,0.150025270358,0.0843035150253,3.76950122753e-36,0.29195610158,0.441882087123,0.239276648711,1.45879664433
0.0,0.6,0.2,0.816689804666,1.87066640349e-24,0.100883158064,0.0824270372695,6.1118425624e-35,0.284374163451,0.449722152257,0.273590933978,1.31837520106
0.0,0.6,0.3,0.867192693457,5.70861061599e-25,0.0534146557481,0.0793926507953,2.22224207902e-30,0.278107456738,0.461890197676,0.3396353762,1.17016179767
0.0,0.6,0.4,0.904678124611,8.41877961264e-22,0.0190454386906,0.0762764366984,1.95845347387e-18,0.274780419106,0.47377595087,0.422341623166,1.05345609075
0.0,0.6,0.5,0.928693266038,4.07909507564e-13,6.08596164547e-13,0.0713067339608,3.77373293743e-21,0.278701368181,0.493586886892,0.499212497317,0.956595473036
0.0,0.6,0.6,0.938473151213,4.72356296651e-13,3.05589831059e-10,0.061526848471,1.04393605949e-11,0.29632507247,0.538806540872,0.545065696486,0.859850640318
0.0,0.6,0.7,0.94730174198,6.47509087735e-15,2.9286094536e-12,0.0526982580163,1.00055000785e-12,0.314359701576,0.584058401728,0.590939373623,0.772521264357
0.0,0.6,0.8,0.95536696405,6.87320203829e-21,9.3247882982e-20,0.0446330359504,1.71802195738e-37,0.332728494795,0.629334378853,0.636828219802,0.69274703205
0.0,0.6,0.9,0.962804128139,7.28441005969e-23,2.21191483226e-24,0.0371958718609,3.15145534436e-26,0.351371946132,0.6746302296,0.682730007448,0.619188525179
0.0,0.6,1.0,0.969713763187,7.79979536638e-09,8.18064688183e-10,0.0302862281951,6.20563135759e-20,0.370242514906,0.719940330474,0.728640565837,0.550850576155
0.0,0.7,0.0,0.738343979168,1.23515493586e-13,0.195522705551,0.0661333152806,1.27427962002e-35,0.34186275083,0.517445276398,0.223493012617,1.39138034124
0.0,0.7,0.1,0.775878781687,2.73329874843e-14,0.15778010533,0.0663411129823,1.21276766725e-34,0.331457381377,0.517161019624,0.242971214933,1.30026084092
0.0,0.7,0.2,0.823393638743,1.50135906327e-11,0.111534233555,0.0650721276868,3.57546215804e-60,0.321615428945,0.523905660819,0.284038730435,1.17312922231
