r,g,b,c_c,c_m,c_y,c_k,c_w,pred_r,pred_g,pred_b,pred_d
0.0,0.5,1.0,0.939493268384,0.0605065619388,1.6307714878e-91,1.64920777327e-07,4.75661020426e-09,0.0,0.553983865206,0.853318726787,0.911103373028
0.0,0.6,0.0,0.55357083995,0.000390808948125,0.311482721239,0.112952699469,0.0216029303939,0.0,0.60000002424,4.87633361246e-08,7.71151793793
0.0,0.6,0.1,0.704991273139,0.046884093776,0.206154879543,0.0264248144545,0.0155449390879,0.0,0.599999997389,0.100000001445,5.40437330252
0.0,0.6,0.2,0.682531100136,0.0128640113674,0.126081800662,0.103711212332,0.0748118755032,0.0,0.599999992962,0.200000005732,4.24670254421
0.0,0.6,0.3,0.813900395087,0.0447308587066,0.0420567510418,0.0397862679611,0.0595257272033,0.0,0.599999999908,0.300000000116,2.26051756779
0.0,0.6,0.4,0.815215120851,0.0114702226587,0.0161677571959,0.09279937599,0.0643475233048,0.0,0.600000000352,0.399999994207,1.8197374393
0.0,0.6,0.5,0.876908986079,0.0102649368327,0.00609799725921,0.0779661254665,0.0287619543628,0.0,0.59999971106,0.499999989833,1.36197481809
0.0,0.6,0.6,0.755635423928,0.0373984306128,0.0042022950923,0.0755663970204,0.127197453347,0.0,0.600000000693,0.599999999865,1.8759735786
0.0,0.6,0.7,0.762255869493,0.0431386614462,6.79984912448e-08,0.0643006096195,0.130304791443,0.0,0.599999990353,0.699999999615,1.77851790434
0.0,0.6,0.8,0.894358715613,0.0538091481287,1.80515477595e-07,0.00527954600581,0.0465524097375,0.0,0.599999998496,0.799999977102,1.1910907416
0.0,0.6,0.9,0.960225189572,0.0397748093269,1.04967897951e-23,1.10093972047e-09,7.76664365008e-16,0.0,0.609372990103,0.873184065587,0.899249506401
0.0,0.6,1.0,0.970859242028,0.0291407579707,7.95743550977e-20,8.45793492124e-13,3.11658828191e-15,0.0,0.639589072227,0.883602179604,0.893176660224
0.0,0.7,0.0,0.516082676293,7.70346934262e-05,0.393962205925,0.0571687284742,0.0327093546152,0.0,0.7,0.0,9.26237890986
0.0,0.7,0.1,0.606621174894,0.0132992292845,0.274268665618,0.035156128224,0.0706548019793,0.0,0.700000006171,0.0999999972896,7.07027172081
0.0,0.7,0.2,0.625907915105,0.00282065864224,0.18221303133,0.060795674611,0.128262720312,0.0,0.699999996695,0.200000000358,5.56711790923
0.0,0.7,0.3,0.683701441245,0.0101775172004,0.0954053490027,0.0511304410039,0.159585251549,0.0,0.699999999976,0.3,3.93391047179
0.0,0.7,0.4,0.877192869929,0.0107552272686,0.0216566988072,0.0231030703195,0.067292133676,0.0,0.7,0.4,1.80227518842
0.0,0.7,0.5,0.82685677051,0.00616382460155,0.0140827771098,0.0392239979612,0.113672629817,0.0,0.699999904218,0.499999996915,1.92327056925
0.0,0.7,0.6,0.751988286408,0.023713407873,0.00895804660768,0.0272574008598,0.188082858251,0.0,0.700000002899,0.599999991155,2.18510235185
0.0,0.7,0.7,0.763265934071,0.0223486186586,0.00252966384947,0.0263800390648,0.185475744356,0.0,0.700000000003,0.7,2.02812004369
0.0,0.7,0.8,0.903956506716,0.0095619425901,7.02147661521e-05,0.0178892044631,0.068522131465,0.0,0.70000001367,0.799999955101,1.32018442876
0.0,0.7,0.9,0.990719140768,0.00922088657877,5.98232048173e-05,3.10296596019e-08,1.18418290738e-07,0.0,0.699999720558,0.899999980576,0.883152824701
0.0,0.7,1.0,0.999479083622,0.000520916378309,8.73593176699e-41,2.84028249811e-24,2.72599176725e-24,0.0,0.727599662172,0.912410739003,0.876857139585
0.0,0.8,0.0,0.570599088607,0.00153722558968,0.348554521585,0.000175329911717,0.0791338343062,0.0,0.799999999999,0.0,8.51839662503
0.0,0.8,0.1,0.564950240358,0.00186415482467,0.307987169775,0.00250453945892,0.122693895582,0.0,0.799999996541,0.0999999999638,7.90880647988
0.0,0.8,0.2,0.607179637823,0.000622565023536,0.215320505458,0.00446802113464,0.172409270562,0.0,0.799999959985,0.199999999462,6.31926104811
0.0,0.8,0.3,0.651413062982,0.000603475463225,0.125331075313,0.00450074123592,0.218151645005,0.0,0.799999903324,0.299999999293,4.73827748469
0.0,0.8,0.4,0.680794971073,0.000651762132841,0.0661271585726,0.00429922072433,0.248126887498,7.28724809829e-09,0.79999980158,0.399999996969,3.65010728775
0.0,0.8,0.5,0.696738454352,0.000520285639923,0.0326473110968,0.00398692929061,0.266107019621,0.0,0.799999954219,0.499999999359,3.02225378207
0.0,0.8,0.6,0.704350401057,0.000675714202153,0.014487950763,0.00291151945141,0.277574414526,0.0,0.799999983318,0.59999999962,2.68293328317
0.0,0.8,0.7,0.705362257647,0.0007840397029,0.00500435481291,0.00207242371526,0.286776924122,1.31518932278e-08,0.799999010862,0.699999990271,2.51905867065
0.0,0.8,0.8,0.700337179462,0.000354612160649,4.10042684803e-06,0.00268216624401,0.296621941707,0.0,0.799999984724,0.799999999803,2.45799757312
0.0,0.8,0.9,0.966089426546,9.27531703858e-40,3.76118279942e-34,1.05928913687e-23,0.0339105734545,0.0,0.745448778906,0.867942310407,1.07572214799
0.0,0.8,1.0,0.999999969619,1.24956557803e-15,1.89593001591e-12,3.94829098098e-13,3.03787612396e-08,0.0,0.729297799406,0.912945303496,0.876560619299
0.0,0.9,0.0,0.468941159041,3.47237542342e-26,0.531058816361,2.15507822167e-16,2.45981826092e-08,0.00147516643171,0.815149402592,0.0,11.5290795415
0.0,0.9,0.1,0.560722022754,6.01477619582e-20,0.310722800039,4.22533654855e-13,0.128555177207,0.00150930566244,0.811104651389,0.0990948719635,7.98286227818
0.0,0.9,0.2,0.603680385186,1.66612293354e-17,0.218918188263,9.96010672862e-18,0.177401426552,0.00152180535739,0.810126605551,0.199317589641,6.4039660617
0.0,0.9,0.3,0.647522211378,6.77054230442e-13,0.128319788249,1.16032584431e-11,0.22415800036,0.00150809464834,0.809642650782,0.299710517395,4.81853301296
0.0,0.9,0.4,0.676797520968,6.43836546511e-13,0.0682927514537,8.38704319376e-15,0.254909727578,0.00150361565437,0.809198199146,0.399387686033,3.71890256144
0.0,0.9,0.5,0.693233342892,1.99719097661e-14,0.0339738738146,7.60613136485e-12,0.272792783286,0.00152294295161,0.808227887251,0.498848187106,3.07400793977
0.0,0.9,0.6,0.701226420649,1.36691622021e-16,0.0151197267186,1.28611917031e-21,0.283653852632,0.00154613099342,0.806845552422,0.598703398952,2.71912451315
0.0,0.9,0.7,0.702586507255,7.68546755452e-17,0.00522747237844,2.87591293307e-16,0.292186020366,0.00155816818962,0.805710684971,0.699294073166,2.54485559166
0.0,0.9,0.8,0.697995793486,1.04669483731e-17,0.000106210580823,3.07154800653e-18,0.301897995933,0.00159446153539,0.805514222017,0.800405652462,2.4793418068
0.0,0.9,0.9,0.697874876268,1.46032781874e-16,1.66528595287e-35,1.2780048931e-17,0.302125123732,0.000621418944008,0.805511034302,0.803353016306,2.47810008853
0.0,0.9,1.0,0.999999999706,7.66696206195e-26,7.67910228791e-42,1.48909734453e-23,2.94406190624e-10,0.0,0.729297767716,0.912945433335,0.876560440015
0.0,1.0,0.0,0.46878695486,4.67564967887e-14,0.531213045137,1.13194530668e-14,3.33174679664e-12,0.00321275402708,0.815179613797,0.0,11.5317509747
0.0,1.0,0.1,0.560224157236,1.29527404866e-16,0.311540743009,1.95032894884e-20,0.128235099755,0.00320587222566,0.811143733795,0.098083579141,7.99750028519
0.0,1.0,0.2,0.60314892881,6.75185297943e-10,0.219742670067,6.22524608697e-11,0.177108400385,0.00321487756068,0.810161133868,0.19854810199,6.41864164885
0.0,1.0,0.3,0.647231851752,3.41144635765e-12,0.128611111668,4.0822496685e-16,0.224157036576,0.00317600533079,0.809671516964,0.299389382305,4.82448791311
0.0,1.0,0.4,0.676480491179,6.88049391516e-15,0.0686257644575,4.02039179794e-20,0.254893744364,0.00315860823644,0.809230085092,0.398721068466,3.72585227407
0.0,1.0,0.5,0.69291852529,3.64919404356e-14,0.0343059687779,2.33939819665e-20,0.272775505932,0.00318111350651,0.808270968748,0.497604952611,3.0810563741
0.0,1.0,0.6,0.700996440365,1.76344490354e-16,0.0153165234427,1.74053911593e-16,0.283687036192,0.00320488719484,0.806892571967,0.597305055641,2.72354962367
0.0,1.0,0.7,0.702435572347,1.78946194812e-20,0.00528170799317,9.28586235239e-17,0.29228271966,0.00320963610112,0.805743708739,0.69853172583,2.54649799973
0.0,1.0,0.8,0.697794623756,5.30827328809e-24,8.94785320381e-05,3.38017326466e-20,0.302115897712,0.00328151942798,0.805544611711,0.80084909754,2.4800099114
0.0,1.0,0.9,0.697707664412,2.49998715417e-17,4.52112689294e-23,4.46271481571e-19,0.302292335588,0.0023060450884,0.805539419852,0.803336100265,2.47889301303
0.0,1.0,1.0,0.697807311893,4.31628417123e-14,4.31851380492e-23,2.40185132348e-16,0.302192688107,0.0013021262577,0.805522504694,0.803346179461,2.47842049171
0.1,0.0,0.0,1.59503099321e-15,0.114053187771,0.0306573871698,0.855289425059,3.51247670892e-36,0.130039239086,0.0876238541048,0.0738410578313,3.48049013232
0.1,0.0,0.1,8.57183899929e-09,0.144426410565,1.19450169843e-08,0.855573568918,3.10688779865e-294,0.129627192141,0.0826148902113,0.0904973474761,2.8291884008
0.1,0.0,0.2,2.44916109358e-30,0.171118356259,1.70962174057e-24,0.824463033461,0.00441861028022,0.145785800515,0.0982039321346,0.120803572365,2.80316153008
0.1,0.0,0.3,0.440167916158,0.226426401076,2.69199849357e-45,0.333405682767,2.89120392832e-20,0.203979352747,0.127845391234,0.240066895715,1.74895656611
0.1,0.0,0.4,0.540387923364,0.249313805361,2.30630787561e-37,0.210298271275,1.01066284e-22,0.234249394432,0.145628713767,0.344531982094,1.49098125845
0.1,0.0,0.5,0.609791721071,0.267678720422,1.03927255498e-33,0.122529558506,5.12423468897e-34,0.262826902586,0.154489725065,0.450454546483,1.306371302
0.1,0.0,0.6,0.662273801741,0.283372568258,4.0179994617e-27,0.0543536300006,2.09197433113e-25,0.29207393126,0.152829166098,0.557833962967,1.16252297971
0.1,0.0,0.7,0.703544119486,0.296455880502,5.81277416881e-46,1.1997364158e-11,5.32557087066e-16,0.322419520684,0.137437903338,0.665288569719,1.04725716654
0.1,0.0,0.8,0.738056880369,0.261943119631,1.2302341618e-35,7.50967623169e-26,3.70219336106e-19,0.295196224225,0.183527559951,0.688881655709,1.02720431918
0.1,0.0,0.9,0.768438878561,0.231561121439,2.10845384729e-48,9.33096786841e-23,5.30661442945e-19,0.264745789708,0.226144201813,0.710650500493,1.00958914098
0.1,0.0,1.0,0.79341643237,0.20658356763,3.51572027639e-24,7.81731020753e-26,5.99422481962e-16,0.231741940304,0.263512140662,0.729288984011,0.995134271522
0.1,0.1,0.0,3.3425140406e-39,3.56570248266e-41,0.102042182821,0.897957817179,6.55355322344e-40,0.119980650919,0.106124298976,0.0657480006094,5.02270542965
0.1,0.1,0.1,3.82282999151e-10,1.41089015392e-17,1.39359827854e-10,0.998327879776,0.00167211970238,0.106772547677,0.101162466632,0.0969943095584,3.0587369948
0.1,0.1,0.2,0.398305782874,0.102126161669,2.70873434306e-25,0.499568055183,2.74423422505e-10,0.139434353982,0.144505719647,0.171160138605,2.03906192006
0.1,0.1,0.3,0.523779678951,0.145249266285,1.59743252653e-39,0.330971054763,1.07523630545e-12,0.163580153153,0.17459762775,0.265130533388,1.69652733255
0.1,0.1,0.4,0.606465087767,0.172025670093,1.08980315837e-25,0.22150924214,1.3002344484e-20,0.183451203495,0.198626187702,0.362688772309,1.47096996032
0.1,0.1,0.5,0.669058888899,0.190510009704,4.6075898446e-45,0.140431101364,3.28143714577e-11,0.201376857881,0.217950679057,0.462197826542,1.30157529619
0.1,0.1,0.6,0.719623167447,0.203541018832,6.78503956841e-32,0.076835813721,3.37092475348e-31,0.218491651218,0.233068801523,0.562759640681,1.16678383196
0.1,0.1,0.7,0.762114003125,0.212539328606,8.78053862912e-39,0.0253466682686,2.28511635156e-33,0.235512274696,0.244253537152,0.66373921236,1.05597178652
0.1,0.1,0.8,0.794231322333,0.205768677667,9.56385562635e-38,5.21260482793e-15,1.85287286686e-16,0.230486689656,0.264773939552,0.729908732959,0.994663096137
0.1,0.1,0.9,0.813798718558,0.18620128144,4.38489512214e-117,2.18118722439e-12,5.27301219452e-16,0.195304595919,0.295986438383,0.745017808806,0.983356995859
0.1,0.1,1.0,0.826823299403,0.173176700579,1.05041826911e-40,6.59112562722e-12,1.11156080534e-11,0.163999597086,0.317815140292,0.755321599726,0.97583983244
0.1,0.2,0.0,0.357985585455,9.57655934147e-16,0.121849542636,0.520164871909,1.84981580031e-44,0.120784241615,0.208265689498,0.0601534058116,4.63775060061
0.1,0.2,0.1,0.460108078409,0.0225296824276,0.0187911839734,0.497533213317,0.00103784187358,0.100000005469,0.200000003874,0.099999995124,2.40909896865
0.1,0.2,0.2,0.464949066042,0.0221549076869,1.6606900092e-06,0.509228175939,0.00366618964231,0.100000294809,0.200000396401,0.199999702497,2.03490968856
0.1,0.2,0.3,0.58854038464,0.0906162429272,1.25016411653e-17,0.320843372433,6.4173528e-14,0.114035398943,0.22270764492,0.291422525566,1.64276938314
0.1,0.2,0.4,0.657204710692,0.122060606124,1.65287940902e-28,0.220734683185,5.12122511058e-21,0.12762575142,0.246824515653,0.385216599116,1.44039320177
0.1,0.2,0.5,0.712215401654,0.143614396434,1.25905927561e-23,0.144170201912,4.4022688272e-23,0.139188382414,0.268262822881,0.481423601478,1.28281665664
0.1,0.2,0.6,0.758308992973,0.158607211083,1.16378988053e-27,0.0830837959437,1.39498943217e-31,0.149479543545,0.287317862476,0.579033373872,1.15484773651
0.1,0.2,0.7,0.798132958568,0.168793815597,2.39191111874e-19,0.0330732258347,2.80921844552e-22,0.15902445574,0.30431989083,0.677386806152,1.04815152155
0.1,0.2,0.8,0.82827262134,0.171727378658,4.88060999642e-28,2.34057625747e-15,1.83564493425e-12,0.159916322196,0.320300216552,0.756480592636,0.97500377508
0.1,0.2,0.9,0.836146130579,0.163853869412,9.60322100025e-18,2.86802419788e-17,9.54360752155e-12,0.134646056161,0.334006044562,0.762820897914,0.970463337246
0.1,0.2,1.0,0.841091564583,0.158908435385,9.41229026174e-48,9.38602074044e-15,3.19929585295e-11,0.115065107934,0.342797526418,0.766841619494,0.967612724528
0.1,0.3,0.0,0.438882093927,7.92066385162e-15,0.20423174436,0.356886161713,6.11817768967e-38,0.111972018561,0.312690493167,0.0407085779506,5.96359025088
0.1,0.3,0.1,0.50314666786,0.0091546242557,0.0970366816573,0.38009054543,0.0105714807964,0.100000117035,0.300000098121,0.0999999047712,3.8840404632
0.1,0.3,0.2,0.533354174058,0.00157530358765,0.0206603105168,0.422102797244,0.0223074145927,0.0999999990263,0.299999999758,0.199999998258,2.39559081128
0.1,0.3,0.3,0.542142256242,0.000292173660183,0.00173253727987,0.429963758561,0.0258692742565,0.100000212597,0.299999727146,0.299999995454,2.01523611965
0.1,0.3,0.4,0.660932720488,0.0837002648093,4.01153287769e-06,0.243031482603,0.0123315205664,0.0999999999465,0.29999999959,0.40000000026,1.53934003452
0.1,0.3,0.5,0.739442460585,0.129266025215,0.000392912302392,0.129741606586,0.00115699531133,0.100002025044,0.300004774759,0.500000312412,1.25792786353
0.1,0.3,0.6,0.778101148929,0.142863785827,2.19577490984e-16,0.0790350652431,5.39535392863e-16,0.104873160181,0.312614711382,0.597258748005,1.13668147155
0.1,0.3,0.7,0.815569962286,0.153690856294,2.21035484353e-18,0.0307391813697,5.03159008821e-11,0.111490573504,0.330132710847,0.69402672899,1.03417136977
0.1,0.3,0.8,0.841849828321,0.158150171678,8.50196682505e-23,6.45186347534e-14,7.30667254901e-16,0.1117035925,0.344158292998,0.767460733007,0.967175739045
0.1,0.3,0.9,0.844906468274,0.155093531455,4.49455726914e-15,4.68781221479e-14,2.709102949e-10,0.0968541904454,0.349678802579,0.769963571421,0.965414444489
0.1,0.3,1.0,0.847032950866,0.152967049133,1.38604970465e-39,9.23142568195e-22,1.83859104103e-13,0.084949552986,0.35355295426,0.771711538504,0.964189346425
0.1,0.4,0.0,0.461833432533,1.01810300266e-11,0.278033589718,0.260132977739,2.16564689546e-16,0.101897784607,0.403703937277,0.00799229003895,7.19601062613
0.1,0.4,0.1,0.61291246556,0.0586567228067,0.143170350446,0.173728271301,0.0115321898861,0.10000002478,0.400000045965,0.0999999243569,4.43231365742
0.1,0.4,0.2,0.577716087346,5.06056604398e-05,0.0609757452308,0.316715374121,0.0445421876416,0.100000009127,0.400000025957,0.199999980942,3.16434720299
0.1,0.4,0.3,0.615095993252,0.00783593083989,0.0173112157375,0.308980939752,0.0507759204188,0.100000005383,0.399999981474,0.300000005959,2.23984464248
0.1,0.4,0.4,0.649520525102,0.0290255543855,0.00414466598818,0.267391462849,0.0499177916752,0.100000187426,0.399999724042,0.399999993262,1.86683016179
0.1,0.4,0.5,0.694653170109,0.0622900557078,8.36622721409e-06,0.198271621562,0.0447767863948,0.100000191362,0.399999608647,0.499999985609,1.61411779104
