Color,Wavelength,R,T,x,K,S,error,,,,
W8,526,0.5994557976972,0.238575802,2,0.344599486,8.700428183,5.551115123125783e-17,,,,
W8,525,0.6006788749404,0.23735500340000001,2,0.341696954,8.755350946,2.7755575615628914e-16,,,,
W8,524,0.6006469019768,0.236106834,2,0.352346825,8.785640732,1.1102230246251565e-16,,,,
W8,523,0.6032913223149999,0.23505880359999998,2,0.343781738,8.866868654,1.1102230246251565e-16,,,,
W8,522,0.603788625,0.23370142,2,0.349586428,8.911481118,2.067790383364354e-14,,,,
W8,521,0.6049506052884,0.232554112,2,0.349705464,8.965059652,1.6653345369377348e-16,,,,
W8,520,0.607203358,0.231313458,2,0.346382322,9.044965248,1.1102230246251565e-16,,,,
W8,519,0.6087303789828,0.229936848,2,0.346127393,9.113585246,3.4389158187764224e-14,,,,
W8,518,0.6093935087615,0.22829614639999998,2,0.354744766,9.171159979,3.608224830031759e-16,,,,
W8,517,0.6108345460128001,0.227008038,2,0.35295397,9.236977175,1.5709655798445965e-14,,,,
W8,516,0.6113448768915,0.225484085,2,0.360272056,9.289029154,5.88418203051333e-15,,,,
W8,515,0.6128147753844,0.223808861,2,0.363272496,9.367331245,2.192690473634684e-15,,,,
