Color,Wavelength,R,T,x,K,S,error
C,800,0.10773607958159999,0.6380018616,2.0,0.1478780213973444,0.08189292216993607,7.771561172376096e-16
C,799,0.10701299891999999,0.63541008,2.0,0.15013807950722374,0.08162331699637483,4.718447854656915e-16
C,798,0.10590241078149999,0.6326257706,2.0,0.15280334970082954,0.08107435063251435,2.192690473634684e-15
C,797,0.10525647104880001,0.6280129623,2.0,0.1564368594807651,0.08108016850566276,1.1102230246251565e-16
C,796,0.10374355480400001,0.6248756790000001,2.0,0.15965865457351067,0.08024862199932055,2.7755575615628914e-17
C,795,0.102252263729,0.6215732193,2.0,0.16300253262216124,0.07944455711575137,1.8041124150158794e-16
C,794,0.1002583381716,0.6172040176,2.0,0.1674752497466359,0.07835284717002503,1.1102230246251565e-16
C,793,0.0980503658736,0.6131780624000001,2.0,0.17189116453502812,0.07704227421888597,1.249000902703301e-16
C,792,0.0955178402928,0.6093664169,2.0,0.17641905432522173,0.07543713142037459,1.3877787807814457e-17
C,791,0.09260681287368,0.6034473038,2.0,0.18279951559078855,0.07372810863322339,1.3877787807814457e-17
C,790,0.08982535976903999,0.5983961105,2.0,0.18852185857738696,0.07200767456506103,1.3877787807814457e-17
C,789,0.086778653763,0.5933930969,2.0,0.1944647524410504,0.07004301820081205,0.0
C,788,0.08299842123635001,0.5878192902,2.0,0.20145002964074302,0.0675065474625872,1.1102230246251565e-16
C,787,0.07913295109132,0.5826990128,2.0,0.2082414422944622,0.0648185708302885,2.220446049250313e-16
C,786,0.07514704061035,0.5768252563,2.0,0.21580032800002005,0.06205878696174775,2.220446049250313e-16
C,785,0.07114583160825,0.5694639587,2.0,0.22466352789016342,0.05936654219887347,8.326672684688674e-16
C,784,0.0667539011008,0.5636436462000001,2.0,0.23273063155222176,0.056161091137706995,4.0245584642661925e-16
C,783,0.06248267617265,0.556865921,2.0,0.2416116959197703,0.053078439671726464,5.0584536559483695e-15
C,782,0.05835573704027999,0.5480628586,2.0,0.25222686637882,0.050207596732895314,1.1796119636642288e-16
C,781,0.054143852041500004,0.5410308075,2.0,0.26160517721823423,0.047063025107787634,4.489464355827977e-15
